trr_id,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_catdridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position
16323,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16324,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16331,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16332,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16333,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16334,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16335,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16336,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16337,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16370,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16371,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16372,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16390,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16402,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16420,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16421,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16431,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16437,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16454,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16467,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16481,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16487,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16495,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16504,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16505,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16507,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16509,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P-220,4.4,45 CAL,3.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,OBJECT,STANDING
16528,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16535,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16536,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16540,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16551,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16555,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16559,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16560,SEMI-AUTO PISTOL,,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",KP89MN,3.9, 9 MM,1.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,DNA,0-5FT,OBJECT,OTHER (SPECIFY)
16562,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16583,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16606,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16607,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16612,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16621,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16632,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16639,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D,5, 9 MM,10.0,Yes,15.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NEW MAGAZINE,Yes,CAR DOOR,OVER 15FT,PERSON,STANDING
16640,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D,5, 9 MM,10.0,Yes,15.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,MAGAZINE,Yes,CAR DOOR,OVER 15FT,PERSON,STANDING
16641,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16645,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16646,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16647,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16648,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16702,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16714,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16719,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16735,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16741,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16748,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16749,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16752,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16762,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16771,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16776,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943TSW,4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,10-15FT,PERSON,STANDING
16777,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,AUTO,OVER 15FT,PERSON,STANDING
16787,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16789,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16810,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16812,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16816,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16854,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
16865,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16884,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16895,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16912,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16938,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16939,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16954,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16963,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16975,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
16987,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17022,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17036,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17045,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17050,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17062,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17086,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",4586,4 IN, 45 ACP,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,TREE,0-5FT,OBJECT,STANDING
17092,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17098,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17100,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17101,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17118,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17119,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17122,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17126,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17131,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17150,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17173,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17188,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17192,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17198,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17204,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17205,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17206,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17230,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17241,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17252,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,OBJECT,STANDING
17253,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,OBJECT,STANDING
17254,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P-228,4.4, 9 MM,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,OBJECT,STANDING
17255,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D,5, 9 MM,4.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,OBJECT,STANDING
17257,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17285,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17298,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,4 INCH, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,OVER 15FT,UNKNOWN,KNEELING
17307,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17324,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17326,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17342,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17352,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17354,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P220,45,45 CAL,1.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
17360,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17391,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17392,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17441,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17459,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17461,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17464,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17466,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17467,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17471,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17482,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17497,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17549,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17551,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17562,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17577,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17599,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17604,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17607,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17618,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17623,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",457D,3.75,45 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,STANDING
17625,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17627,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17637,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17653,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17671,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17673,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17703,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17708,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17711,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,35, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,NONE,OVER 15FT,UNKNOWN,STANDING
17715,SEMI-AUTO PISTOL,,"F.I. INDUSTRIES(FORMERLY) --US-- (BERETTA USA CORP,BRONCO)",92D,"4""", 9 MM,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,POLICE VEHICLE,0-5FT,OBJECT,STANDING
17723,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17725,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17738,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17754,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17756,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17758,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17761,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17820,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17828,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17830,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17833,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17847,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
17856,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17859,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17868,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17869,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17883,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17885,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17897,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17900,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17907,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17921,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17933,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17976,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17993,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
17998,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18009,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18011,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18015,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18032,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18036,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18043,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18051,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,3 INCH, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NONE,05-10FT,OBJECT,STANDING
18060,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18064,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18066,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,PERSON,STANDING
18074,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18080,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,4.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,BODY ARMOR,OVER 15FT,OBJECT,STANDING
18084,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18086,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18100,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18107,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18126,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18133,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18138,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18147,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18163,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18167,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18170,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18175,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18192,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18194,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18216,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18220,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18224,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18226,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18228,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18229,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18232,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18244,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18245,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18247,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18261,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18265,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18279,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18280,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18285,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18286,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18292,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18327,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18332,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18344,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18354,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18362,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18372,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943TSW,4, 9 MM,6.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,AUTO/BUILDING,OVER 15FT,BOTH,STANDING
18375,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18390,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5946,4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,DISTANCE,0-5FT,PERSON,STANDING
18407,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18410,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18412,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18425,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18426,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18436,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18437,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18438,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18447,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18452,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18459,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18483,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18507,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18515,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18520,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)", 92D,50, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW, DNA,No, DNA,0-5FT,UNKNOWN,KNEELING
18521,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18553,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4 INCH, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,STANDING
18558,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18565,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18569,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18582,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18583,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18596,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P229DAO,4, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,Yes,NONE,0-5FT,OBJECT,STANDING
18639,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18650,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18651,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18662,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18674,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18702,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18709,RIFLE,,GWINN FIREARMS  --US--  (BUSHMASTER),M4,14,223/5.56,21.0,Yes,28.0,RIGHT SIDE (WAIST),OTHER (SPECIFY),TACTICAL RELOAD,Yes,VEHICLE,05-10FT,PERSON,STANDING
18710,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",686,40, 38 CAL,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,PERSON,STANDING
18713,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P220,40,45 CAL,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,VEHICLE,05-10FT,PERSON,STANDING
18714,SHOTGUN,,REMINGTON ARMS CO. INC.,870,20,12 GA,4.0,No,,RIGHT SIDE (WAIST),OTHER (SPECIFY),,No,NONE,0-5FT,PERSON,STANDING
18716,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92FS,"5""", 9 MM,16.0,Yes,15.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,ADDITIONAL MAGIZINE,No,NONE,0-5FT,PERSON,STANDING
18717,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,40, 9 MM,10.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,10-15FT,PERSON,STANDING
18718,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,40, 9 MM,16.0,Yes,15.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,EMERGENCY RELOAD,Yes,VEHICLE,0-5FT,PERSON,STANDING
18720,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P-220,3.6, 45 ACP,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,10-15FT,PERSON,STANDING
18720,SHOTGUN,,BENELLI S.P.A.--IT--(MAK WAS BIS.),11225 M1,14,12 GA,6.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,10-15FT,PERSON,STANDING
18721,SHOTGUN,,BENELLI S.P.A.--IT--(MAK WAS BIS.),11225M1,14,12 GA,1.0,No,,OTHER (SPECIFY),OTHER (SPECIFY),,No,NONE,05-10FT,PERSON,STANDING
18722,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",3953,3.5, 9 MM,1.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,BUSH,10-15FT,PERSON,STANDING
18731,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18737,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",30,4.5,45 CAL,1.0,No,,OTHER (SPECIFY),OTHER (SPECIFY),,No,NONE,0-5FT,OBJECT,SITTING
18746,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18750,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18771,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18811,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18812,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18813,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18820,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18831,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18833,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18855,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18876,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18891,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18914,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18926,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18930,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18933,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18936,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18937,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18946,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
18958,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18988,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18994,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
18995,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,,0-5FT,UNKNOWN,STANDING
18995,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19001,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19015,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19051,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
19053,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D,5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,,,UNKNOWN,SITTING
19076,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",642-2,"2""", 38 CAL,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,OTHER (SPECIFY)
19084,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19120,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
19121,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19137,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19144,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19146,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19168,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
19189,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
19232,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),229,4, 9 MM,14.0,Yes,13.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,TACTICAL RELOAD,No,NONE,OVER 15FT,PERSON,STANDING
19246,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
